transcript_id	gene_id	gene_name	transcript_name	biotype	mapped_reads	explained_reads	mean_best_identity	mean_best_query_cov
ENST00000316694.8	ENSG00000176974.22	SHMT1	SHMT1-201	protein_coding	1	0	0.9880174291938998	0.49891186071817195
ENST00000633776.1	ENSG00000281965.2	PKD1P3	PKD1P3-202	transcribed_unprocessed_pseudogene	1	0	0.946917808219178	0.49871244635193135
ENST00000495435.1	ENSG00000198793.14	MTOR	MTOR-207	retained_intron	1	0	0.9047619047619048	0.49866666666666665
ENST00000329047.13	ENSG00000184640.20	SEPTIN9	SEPTIN9-201	protein_coding	1	0	0.9588235294117647	0.4977973568281938
ENST00000325888.13	ENSG00000128591.17	FLNC	FLNC-201	protein_coding	1	0	0.7168949771689498	0.4977168949771689
ENST00000311907.10	ENSG00000180210.15	F2	F2-201	protein_coding	1	0	0.8779661016949153	0.49740932642487046
ENST00000473076.1	ENSG00000135829.17	DHX9	DHX9-202	protein_coding_CDS_not_defined	1	0	0.9683098591549296	0.4973637961335677
ENST00000278070.7	ENSG00000148840.11	PPRC1	PPRC1-201	protein_coding	1	0	0.551980198019802	0.49714285714285716
ENST00000356321.4	ENSG00000198146.4	ZNF770	ZNF770-201	protein_coding	1	0	0.9549180327868853	0.4959349593495935
ENST00000587928.5	ENSG00000129351.18	ILF3	ILF3-207	retained_intron	1	0	0.9846378931967813	0.49582879941965907
ENST00000390015.7	ENSG00000171298.15	GAA	GAA-202	protein_coding	1	0	0.9482071713147411	0.4955134596211366
ENST00000278412.7	ENSG00000149136.9	SSRP1	SSRP1-201	protein_coding	1	0	1.0	0.4953560371517028
ENST00000426902.5	ENSG00000105647.20	PIK3R2	PIK3R2-202	nonsense_mediated_decay	1	0	0.8721311475409836	0.49512987012987014
ENST00000687297.2	ENSG00000289478.2	ENSG00000289478	ENST00000687297	lncRNA	1	0	0.9844559585492227	0.4948717948717949
ENST00000338205.9	ENSG00000136813.15	ECPAS	ECPAS-202	protein_coding	1	0	0.8472222222222222	0.49480968858131485
ENST00000398136.7	ENSG00000152558.15	TMEM123	TMEM123-202	protein_coding	1	0	0.9640028797696184	0.4946504992867332
ENST00000561623.5	ENSG00000077235.18	GTF3C1	GTF3C1-202	protein_coding	1	0	1.0	0.49417249417249415
ENST00000630925.1	ENSG00000137575.12	SDCBP	SDCBP-213	protein_coding	1	0	1.0	0.4939209726443769
ENST00000553630.1	ENSG00000198668.14	CALM1	CALM1-206	nonsense_mediated_decay	1	0	1.0	0.4936708860759494
ENST00000395199.7	ENSG00000102882.12	MAPK3	MAPK3-203	protein_coding	1	0	0.9322429906542056	0.49363425925925924
ENST00000714420.1	ENSG00000081320.12	STK17B	STK17B-208	nonsense_mediated_decay	1	0	0.972139303482587	0.49335956714215445
ENST00000661438.1	ENSG00000285920.2	ENSG00000285920	ENST00000661438	protein_coding	1	0	1.0	0.4929701230228471
ENST00000590665.5	ENSG00000152234.16	ATP5F1A	ATP5F1A-215	protein_coding	1	0	0.8561151079136691	0.49230769230769234
ENST00000409040.1	ENSG00000143924.19	EML4	EML4-205	retained_intron	1	0	1.0	0.49127906976744184
ENST00000549596.5	ENSG00000187109.15	NAP1L1	NAP1L1-215	protein_coding	1	0	0.9783616692426584	0.4903004944845949
ENST00000714425.1	ENSG00000101255.13	TRIB3	TRIB3-206	protein_coding	1	0	0.984375	0.4900459418070444
ENST00000438607.2	ENSG00000232112.3	TMA7	TMA7-201	protein_coding	1	0	1.0	0.4889867841409692
ENST00000468085.5	ENSG00000143507.18	DUSP10	DUSP10-202	nonsense_mediated_decay	1	0	0.9318885448916409	0.48895658796648894
ENST00000445861.3	ENSG00000256040.2	PAPPA-AS1	PAPPA-AS1-201	lncRNA	1	0	1.0	0.48877805486284287
ENST00000568239.1	ENSG00000157106.18	SMG1	SMG1-214	retained_intron	1	0	0.9069767441860465	0.48863636363636365
ENST00000371997.3	ENSG00000124151.19	NCOA3	NCOA3-201	protein_coding	1	0	0.9123711340206185	0.4884910485933504
ENST00000639250.1	ENSG00000124155.19	PIGT	PIGT-241	retained_intron	1	0	0.7445255474452555	0.48841354723707664
ENST00000617605.4	ENSG00000273686.4	B2M	B2M-213	protein_coding	1	0	0.9122807017543859	0.48822269807280516
ENST00000676425.1	ENSG00000075785.14	RAB7A	RAB7A-218	protein_coding	1	0	0.9313725490196079	0.4879807692307692
ENST00000547459.5	ENSG00000151239.14	TWF1	TWF1-204	nonsense_mediated_decay	1	0	1.0	0.4878048780487805
ENST00000568372.5	ENSG00000260916.8	CCPG1	CCPG1-208	retained_intron	1	0	0.98989898989899	0.4866385372714487
ENST00000594999.1	ENSG00000130312.7	MRPL34	MRPL34-202	protein_coding	1	0	1.0	0.4864864864864865
ENST00000565644.6	ENSG00000103257.11	SLC7A5	SLC7A5-203	protein_coding	1	0	0.8760683760683761	0.48625792811839325
ENST00000589428.5	ENSG00000198858.10	R3HDM4	R3HDM4-204	nonsense_mediated_decay	1	0	0.9784735812133072	0.48574144486692017
ENST00000373275.5	ENSG00000165288.11	BRWD3	BRWD3-201	protein_coding	1	0	0.8768511301636789	0.4853667806917522
ENST00000640237.2	ENSG00000214279.13	SCART1	SCART1-206	protein_coding	1	0	0.6433333333333333	0.4846029173419773
ENST00000619314.3	ENSG00000244879.11	GABPB1-AS1	GABPB1-AS1-206	lncRNA	1	0	0.9668141592920354	0.4838709677419355
ENST00000675859.1	ENSG00000106105.15	GARS1	GARS1-225	nonsense_mediated_decay	1	0	0.9891891891891892	0.48366013071895425
ENST00000372577.2	ENSG00000095319.14	NUP188	NUP188-201	protein_coding	1	0	0.9147982062780269	0.48358862144420134
ENST00000484716.5	ENSG00000215252.12	GOLGA8B	GOLGA8B-203	retained_intron	1	0	1.0	0.4831804281345566
ENST00000264954.5	ENSG00000109519.14	GRPEL1	GRPEL1-201	protein_coding	1	0	0.9014492753623189	0.48246844319775595
ENST00000435699.5	ENSG00000164828.18	SUN1	SUN1-214	protein_coding	1	0	0.9408866995073891	0.4819277108433735
ENST00000713940.1	ENSG00000287839.3	ENSG00000287839	ENST00000713940	protein_coding	1	0	1.0	0.4817813765182186
ENST00000528048.5	ENSG00000204370.14	SDHD	SDHD-205	protein_coding	1	0	0.9826388888888888	0.4816053511705686
ENST00000677814.1	ENSG00000082898.19	XPO1	XPO1-240	protein_coding	1	0	1.0	0.48148148148148145
ENST00000735698.1	ENSG00000290832.2	ENSG00000290832	ENST00000735698	lncRNA	1	0	0.6410256410256411	0.4813664596273292
ENST00000604516.2	ENSG00000270362.3	HMGN3-AS1	HMGN3-AS1-201	lncRNA	1	0	1.0	0.4807692307692308
ENST00000361271.8	ENSG00000165996.14	HACD1	HACD1-202	protein_coding	1	0	0.8968609865470852	0.47956989247311826
ENST00000430799.7	ENSG00000117713.22	ARID1A	ARID1A-204	protein_coding	1	0	0.872852233676976	0.4794069192751236
ENST00000264993.8	ENSG00000091527.17	CDV3	CDV3-201	protein_coding	1	0	0.9872611464968153	0.47865853658536583
ENST00000587299.1	ENSG00000033627.18	ATP6V0A1	ATP6V0A1-211	protein_coding_CDS_not_defined	1	0	1.0	0.4785046728971963
ENST00000508511.5	ENSG00000197894.12	ADH5	ADH5-208	retained_intron	1	0	1.0	0.4781297134238311
ENST00000493908.2	ENSG00000203865.13	ATP1A1-AS1	ATP1A1-AS1-203	lncRNA	1	0	0.7913385826771654	0.477892756349953
ENST00000708220.1	ENSG00000291629.1	WDR73	WDR73-228	retained_intron	1	0	1.0	0.4777777777777778
ENST00000645674.2	ENSG00000171863.15	RPS7	RPS7-210	protein_coding	1	0	0.9524539877300614	0.4776556776556777
ENST00000696279.1	ENSG00000106804.10	C5	C5-206	nonsense_mediated_decay	1	0	0.9157894736842105	0.47715736040609136
ENST00000461972.5	ENSG00000219626.9	FAM228B	FAM228B-202	protein_coding_CDS_not_defined	1	0	0.35185185185185186	0.4768211920529801
ENST00000563969.5	ENSG00000196155.13	PLEKHG4	PLEKHG4-209	nonsense_mediated_decay	1	0	0.9690821256038648	0.47665279704114655
ENST00000374597.3	ENSG00000130052.14	STARD8	STARD8-202	protein_coding	1	0	0.75	0.4764705882352941
ENST00000612792.1	ENSG00000274925.2	ZKSCAN2-DT	ZKSCAN2-DT-201	lncRNA	1	0	0.9917355371900827	0.47619047619047616
ENST00000733793.1	ENSG00000258667.5	HIF1A-AS3	HIF1A-AS3-219	lncRNA	1	0	0.7096774193548387	0.4761092150170648
ENST00000427724.7	ENSG00000070814.22	TCOF1	TCOF1-204	protein_coding	1	0	0.9980897803247374	0.4761037778789258
ENST00000584364.5	ENSG00000265681.8	RPL17	RPL17-219	retained_intron	1	0	0.7689530685920578	0.4756944444444444
ENST00000789782.1	ENSG00000291073.2	ENSG00000291073	ENST00000789782	lncRNA	1	0	0.4605543710021322	0.47565922920892495
ENST00000691132.2	ENSG00000291151.2	NSUN5P1	NSUN5P1-214	lncRNA	1	0	0.8639455782312925	0.4755700325732899
ENST00000503427.5	ENSG00000113716.13	HMGXB3	HMGXB3-202	protein_coding	1	0	0.9506903353057199	0.4751640112464855
ENST00000398532.9	ENSG00000188895.12	MSL1	MSL1-202	protein_coding	1	0	0.7323943661971831	0.4750849377123443
ENST00000356638.8	ENSG00000089597.18	GANAB	GANAB-202	protein_coding	1	0	0.9846582984658299	0.47389292795769994
ENST00000772447.1	ENSG00000300506.1	ENSG00000300506	ENST00000772447	lncRNA	1	0	0.7267441860465116	0.4735376044568245
ENST00000551671.5	ENSG00000120805.14	ARL1	ARL1-209	protein_coding	1	0	0.9776357827476039	0.472809667673716
ENST00000313288.9	ENSG00000013810.21	TACC3	TACC3-201	protein_coding	1	0	0.9712230215827338	0.47249007373794666
ENST00000263168.4	ENSG00000116489.13	CAPZA1	CAPZA1-201	protein_coding	1	0	0.9218241042345277	0.4717868338557994
ENST00000682501.1	ENSG00000288701.1	PRRC2B	PRRC2B-201	protein_coding	1	0	0.6658259773013872	0.4717465753424658
ENST00000236925.9	ENSG00000118200.16	CAMSAP2	CAMSAP2-201	protein_coding	1	0	0.856655290102389	0.47106109324758844
ENST00000395587.5	ENSG00000184110.15	EIF3C	EIF3C-202	protein_coding	1	0	0.5662650602409639	0.4698275862068966
ENST00000485631.1	ENSG00000099968.19	BCL2L13	BCL2L13-209	protein_coding_CDS_not_defined	1	0	0.9566037735849057	0.4697508896797153
ENST00000368494.4	ENSG00000153989.8	NUS1	NUS1-201	protein_coding	1	0	0.9812734082397003	0.46960352422907486
ENST00000366639.9	ENSG00000116918.15	TSNAX	TSNAX-201	protein_coding	1	0	0.8467661691542289	0.4695977549111319
ENST00000506001.1	ENSG00000175309.16	PHYKPL	PHYKPL-213	retained_intron	1	0	1.0	0.4692982456140351
ENST00000492423.5	ENSG00000144524.18	COPS7B	COPS7B-222	retained_intron	1	0	0.8202247191011236	0.4692144373673036
ENST00000710927.1	ENSG00000251562.13	MALAT1	MALAT1-247	lncRNA	1	0	0.9876923076923076	0.468975468975469
ENST00000367478.9	ENSG00000047410.14	TPR	TPR-201	protein_coding	1	0	0.9765395894428153	0.4684065934065934
ENST00000569100.5	ENSG00000215252.12	GOLGA8B	GOLGA8B-209	retained_intron	1	0	0.43846153846153846	0.4679245283018868
ENST00000525451.6	ENSG00000172757.13	CFL1	CFL1-203	protein_coding	1	0	0.970856102003643	0.46775580395528804
ENST00000556511.2	ENSG00000140153.18	WDR20	WDR20-210	protein_coding	1	0	0.9455445544554455	0.4675925925925926
ENST00000263630.13	ENSG00000115355.18	CCDC88A	CCDC88A-201	protein_coding	1	0	0.9863481228668942	0.4672
ENST00000373382.5	ENSG00000122958.15	VPS26A	VPS26A-202	protein_coding	1	0	0.8980070339976554	0.46710526315789475
ENST00000366923.8	ENSG00000136628.18	EPRS1	EPRS1-201	protein_coding	1	0	1.0	0.4658273381294964
ENST00000396222.6	ENSG00000134333.15	LDHA	LDHA-204	protein_coding	1	0	1.0	0.4650145772594752
ENST00000369162.7	ENSG00000112249.14	ASCC3	ASCC3-204	protein_coding	1	0	1.0	0.4649350649350649
ENST00000261530.12	ENSG00000089916.18	GPATCH2L	GPATCH2L-201	protein_coding	1	0	0.8915094339622641	0.4649122807017544
ENST00000710560.1	ENSG00000118058.25	KMT2A	KMT2A-234	protein_coding	1	0	1.0	0.4649122807017544
ENST00000737684.1	ENSG00000296265.1	ENSG00000296265	ENST00000737684	lncRNA	1	0	0.950592885375494	0.46464646464646464
ENST00000245932.11	ENSG00000125753.15	VASP	VASP-201	protein_coding	1	0	0.9448529411764706	0.464123006833713
ENST00000394023.7	ENSG00000139613.12	SMARCC2	SMARCC2-203	protein_coding	1	0	0.8399339933993399	0.4640069384215091
ENST00000356005.8	ENSG00000115414.21	FN1	FN1-204	protein_coding	1	0	0.9195876288659793	0.46397694524495675
ENST00000554340.1	ENSG00000166881.10	NEMP1	NEMP1-204	nonsense_mediated_decay	1	0	0.616580310880829	0.4635036496350365
ENST00000833408.1	ENSG00000249307.9	LINC01088	LINC01088-225	lncRNA	1	0	1.0	0.4634146341463415
ENST00000598245.2	ENSG00000221867.9	MAGEA3	MAGEA3-203	protein_coding	1	0	0.9137134052388289	0.46308243727598564
ENST00000440114.2	ENSG00000144381.18	HSPD1	HSPD1-208	nonsense_mediated_decay	1	0	0.9783783783783784	0.46307884856070086
ENST00000367454.6	ENSG00000116750.14	UCHL5	UCHL5-205	protein_coding	1	0	0.9705521472392638	0.4630681818181818
ENST00000616552.4	ENSG00000112118.20	MCM3	MCM3-206	protein_coding	1	0	0.9794117647058823	0.46258503401360546
ENST00000714332.1	ENSG00000293571.1	ENSG00000293571	ENST00000714332	lncRNA	1	0	0.9333333333333333	0.46255506607929514
ENST00000738080.1	ENSG00000163597.18	SNHG16	SNHG16-230	lncRNA	1	0	0.9154929577464789	0.46237337192474676
ENST00000468597.5	ENSG00000273899.5	NOL12	NOL12-203	retained_intron	1	0	1.0	0.46096654275092935
ENST00000428210.5	ENSG00000082898.19	XPO1	XPO1-205	nonsense_mediated_decay	1	0	0.8846153846153846	0.4604966139954853
ENST00000687266.1	ENSG00000137413.17	TAF8	TAF8-215	protein_coding	1	0	0.7354925775978407	0.46027742749054223
ENST00000547276.5	ENSG00000135486.19	HNRNPA1	HNRNPA1-204	protein_coding	1	0	0.9587155963302753	0.459915611814346
ENST00000264220.6	ENSG00000128059.8	PPAT	PPAT-201	protein_coding	1	0	1.0	0.45970937912813736
ENST00000395592.6	ENSG00000166482.12	MFAP4	MFAP4-202	protein_coding	1	0	1.0	0.45965770171149145
ENST00000285968.11	ENSG00000155561.15	NUP205	NUP205-201	protein_coding	1	0	1.0	0.45941644562334216
ENST00000371935.6	ENSG00000148300.12	REXO4	REXO4-201	protein_coding	1	0	0.9423868312757202	0.45920303605313095
ENST00000496634.2	ENSG00000255508.7	ENSG00000255508	ENST00000496634	nonsense_mediated_decay	1	0	0.9893475366178429	0.45843520782396086
ENST00000643596.1	ENSG00000090013.11	BLVRB	BLVRB-206	nonsense_mediated_decay	1	0	0.9598965071151359	0.4582098399525785
ENST00000558958.1	ENSG00000166855.9	CLPX	CLPX-203	retained_intron	1	0	0.998003992015968	0.4570383912248629
ENST00000425102.1	ENSG00000232575.10	TUBB	TUBB-228	protein_coding	1	0	0.9717514124293786	0.4567741935483871
ENST00000443669.5	ENSG00000128245.15	YWHAH	YWHAH-204	nonsense_mediated_decay	1	0	1.0	0.45652173913043476
ENST00000522275.6	ENSG00000078674.20	PCM1	PCM1-214	protein_coding	1	0	0.7746478873239436	0.45588235294117646
ENST00000409785.9	ENSG00000176407.18	KCMF1	KCMF1-201	protein_coding	1	0	0.992603550295858	0.4554054054054054
ENST00000543796.6	ENSG00000132341.12	RAN	RAN-212	protein_coding	1	0	0.8987603305785123	0.4553151458137347
ENST00000317096.9	ENSG00000175193.14	PARL	PARL-202	protein_coding	1	0	0.8404494382022472	0.4551083591331269
ENST00000370355.3	ENSG00000099194.6	SCD	SCD-201	protein_coding	1	0	0.9855875831485588	0.45390428211586903
ENST00000357988.9	ENSG00000172943.21	PHF8	PHF8-204	protein_coding	1	0	0.8536585365853658	0.45387453874538747
ENST00000256545.9	ENSG00000134153.10	EMC7	EMC7-201	protein_coding	1	0	0.9635258358662614	0.45379310344827584
ENST00000680687.1	ENSG00000140564.13	FURIN	FURIN-208	nonsense_mediated_decay	1	0	0.6095505617977528	0.45359477124183006
ENST00000302764.9	ENSG00000170584.12	NUDCD2	NUDCD2-201	protein_coding	1	0	0.9608540925266904	0.4534412955465587
ENST00000658059.1	ENSG00000235823.6	OLMALINC	OLMALINC-213	lncRNA	1	0	0.7570093457943925	0.4533898305084746
ENST00000548470.1	ENSG00000167553.17	TUBA1C	TUBA1C-203	retained_intron	1	0	0.9102564102564102	0.45330739299610895
ENST00000577978.1	ENSG00000198231.14	DDX42	DDX42-204	retained_intron	1	0	0.9845360824742269	0.4531615925058548
ENST00000420903.6	ENSG00000147140.17	NONO	NONO-206	protein_coding	1	0	0.9372822299651568	0.4526813880126183
ENST00000396290.2	ENSG00000115738.10	ID2	ID2-203	protein_coding	1	0	1.0	0.4526627218934911
ENST00000519728.6	ENSG00000254087.8	LYN	LYN-202	protein_coding	1	0	0.8731117824773413	0.4526098901098901
ENST00000581917.1	ENSG00000264895.1	ENSG00000264895	ENST00000581917	lncRNA	1	0	0.8644501278772379	0.4525462962962963
ENST00000381719.8	ENSG00000088832.18	FKBP1A	FKBP1A-202	protein_coding	1	0	1.0	0.4522207267833109
ENST00000710334.1	ENSG00000292253.1	TGOLN2	TGOLN2-209	protein_coding	1	0	0.9730769230769231	0.45217391304347826
ENST00000302445.8	ENSG00000065427.15	KARS1	KARS1-201	protein_coding	1	0	0.9544334975369458	0.45136186770428016
ENST00000425389.2	ENSG00000214022.12	REPIN1	REPIN1-202	protein_coding	1	0	0.9795918367346939	0.4513145082765336
ENST00000661714.1	ENSG00000206573.12	THUMPD3-AS1	THUMPD3-AS1-226	lncRNA	1	0	0.5933147632311978	0.45109780439121755
ENST00000456319.6	ENSG00000143933.20	CALM2	CALM2-204	protein_coding	1	0	0.46808510638297873	0.45083932853717024
ENST00000518717.2	ENSG00000168575.11	SLC20A2	SLC20A2-205	protein_coding	1	0	0.8913043478260869	0.4503968253968254
ENST00000405822.6	ENSG00000099991.18	CABIN1	CABIN1-204	protein_coding	1	0	0.9672977624784854	0.4503105590062112
ENST00000510089.5	ENSG00000164180.15	TMEM161B	TMEM161B-208	nonsense_mediated_decay	1	0	0.9882903981264637	0.4499473129610116
ENST00000678940.1	ENSG00000103811.18	CTSH	CTSH-263	retained_intron	1	0	1.0	0.44947735191637633
ENST00000380155.4	ENSG00000169895.6	SYAP1	SYAP1-201	protein_coding	1	0	0.99812382739212	0.44932432432432434
ENST00000374169.7	ENSG00000148229.13	POLE3	POLE3-201	protein_coding	1	0	0.9798657718120806	0.44871794871794873
ENST00000391857.9	ENSG00000142541.18	RPL13A	RPL13A-201	protein_coding	1	0	0.9709401709401709	0.4486196319018405
ENST00000686583.1	ENSG00000165678.22	GHITM	GHITM-203	protein_coding	1	0	0.9682539682539683	0.4484240687679083
ENST00000602561.1	ENSG00000146223.16	RPL7L1	RPL7L1-210	protein_coding	1	0	0.9701492537313433	0.44766146993318484
ENST00000361999.7	ENSG00000198399.16	ITSN2	ITSN2-202	protein_coding	1	0	0.8731343283582089	0.44755244755244755
ENST00000369443.10	ENSG00000196505.11	GDAP2	GDAP2-202	protein_coding	1	0	0.8984375	0.44755244755244755
ENST00000610704.5	ENSG00000170265.13	ZNF282	ZNF282-204	protein_coding	1	0	1.0	0.44692737430167595
ENST00000704741.1	ENSG00000108312.16	UBTF	UBTF-216	protein_coding	1	0	0.852112676056338	0.445859872611465
ENST00000679291.1	ENSG00000144381.18	HSPD1	HSPD1-224	nonsense_mediated_decay	1	0	0.980722891566265	0.44575725026852847
ENST00000580287.5	ENSG00000108465.15	CDK5RAP3	CDK5RAP3-217	retained_intron	1	0	0.9807427785419532	0.44560540872771975
ENST00000263925.8	ENSG00000072201.14	LNX1	LNX1-201	protein_coding	1	0	0.9321100917431193	0.44544708777686626
ENST00000470721.5	ENSG00000143164.16	DCAF6	DCAF6-208	nonsense_mediated_decay	1	0	0.9552715654952076	0.4450784593437946
ENST00000396192.7	ENSG00000124207.17	CSE1L	CSE1L-202	protein_coding	1	0	1.0	0.44502617801047123
ENST00000269886.7	ENSG00000141985.9	SH3GL1	SH3GL1-201	protein_coding	1	0	0.9526881720430107	0.44433781190019195
ENST00000813131.1	ENSG00000245532.13	NEAT1	NEAT1-212	lncRNA	1	0	0.9833333333333333	0.4439746300211416
ENST00000272065.10	ENSG00000143727.16	ACP1	ACP1-201	protein_coding	1	0	1.0	0.4435946462715105
ENST00000480536.2	ENSG00000119335.18	SET	SET-209	retained_intron	1	0	0.9577922077922078	0.44316546762589926
ENST00000403703.5	ENSG00000059145.19	UNKL	UNKL-207	nonsense_mediated_decay	1	0	0.7991266375545851	0.44294003868471954
ENST00000242505.11	ENSG00000138286.15	FAM149B1	FAM149B1-201	protein_coding	1	0	0.9940119760479041	0.44266666666666665
ENST00000538336.5	ENSG00000122642.11	FKBP9	FKBP9-214	protein_coding	1	0	1.0	0.4425087108013937
ENST00000494664.6	ENSG00000113845.10	TIMMDC1	TIMMDC1-208	protein_coding	1	0	0.9803921568627451	0.4421965317919075
ENST00000526755.5	ENSG00000168522.13	FNTA	FNTA-205	nonsense_mediated_decay	1	0	0.1895734597156398	0.44214372716199757
ENST00000715895.1	ENSG00000197903.9	H2BC12	H2BC12-202	protein_coding	1	0	0.7551020408163265	0.44126984126984126
ENST00000678607.1	ENSG00000185359.14	HGS	HGS-279	protein_coding	1	0	1.0	0.4411134903640257
ENST00000215832.11	ENSG00000100030.15	MAPK1	MAPK1-201	protein_coding	1	0	0.9965397923875432	0.440884820747521
ENST00000644917.1	ENSG00000070182.21	SPTB	SPTB-207	protein_coding	1	0	0.9790575916230366	0.4408352668213457
ENST00000173527.6	ENSG00000066583.12	ISOC1	ISOC1-201	protein_coding	1	0	0.9655831739961759	0.44013490725126475
ENST00000653267.1	ENSG00000224616.5	RTCA-AS1	RTCA-AS1-203	lncRNA	1	0	0.9274193548387096	0.4397163120567376
ENST00000560312.5	ENSG00000128918.15	ALDH1A2	ALDH1A2-221	retained_intron	1	0	0.9828571428571429	0.4396984924623116
ENST00000395124.6	ENSG00000134802.18	SLC43A3	SLC43A3-203	protein_coding	1	0	0.9738675958188153	0.4393241167434716
ENST00000645609.1	ENSG00000074800.16	ENO1	ENO1-210	retained_intron	1	0	0.9865591397849462	0.43919716646989376
ENST00000489410.1	ENSG00000159445.13	THEM4	THEM4-205	protein_coding	1	0	0.7881136950904393	0.43894009216589863
ENST00000369651.7	ENSG00000135318.12	NT5E	NT5E-203	protein_coding	1	0	0.990521327014218	0.4386694386694387
ENST00000482772.5	ENSG00000138398.17	PPIG	PPIG-209	nonsense_mediated_decay	1	0	0.37315634218289084	0.43842364532019706
ENST00000473925.1	ENSG00000116161.18	CACYBP	CACYBP-207	retained_intron	1	0	0.8571428571428571	0.43826086956521737
ENST00000639033.1	ENSG00000283777.2	CANX	CANX-256	protein_coding	1	0	0.96875	0.4379310344827586
ENST00000640977.2	ENSG00000166598.16	HSP90B1	HSP90B1-211	retained_intron	1	0	0.9903846153846154	0.4377630787733013
ENST00000800076.1	ENSG00000293697.2	ANKRD20A5P	ANKRD20A5P-238	lncRNA	1	0	0.6212121212121212	0.43734643734643736
ENST00000462954.1	ENSG00000215425.11	DDX39B	DDX39B-239	retained_intron	1	0	0.8638132295719845	0.4370748299319728
ENST00000613296.6	ENSG00000116127.20	ALMS1	ALMS1-205	protein_coding	1	0	0.9597014925373134	0.43700787401574803
ENST00000561400.1	ENSG00000103657.14	HERC1	HERC1-214	protein_coding	1	0	0.9583333333333334	0.4369747899159664
ENST00000549335.5	ENSG00000136010.14	ALDH1L2	ALDH1L2-203	retained_intron	1	0	0.9703832752613241	0.4368340943683409
ENST00000652889.2	ENSG00000287277.3	ENSG00000287277	ENST00000652889	lncRNA	1	0	0.8348214285714286	0.4365079365079365
ENST00000375379.7	ENSG00000126012.14	KDM5C	KDM5C-202	protein_coding	1	0	1.0	0.43640350877192985
ENST00000373208.5	ENSG00000138316.11	ADAMTS14	ADAMTS14-202	protein_coding	1	0	1.0	0.43626062322946174
ENST00000647754.1	ENSG00000117139.18	KDM5B	KDM5B-213	retained_intron	1	0	0.9867549668874173	0.43623188405797103
ENST00000332707.10	ENSG00000184575.12	XPOT	XPOT-201	protein_coding	1	0	1.0	0.436036036036036
ENST00000718433.1	ENSG00000118816.12	CCNI	CCNI-210	protein_coding	1	0	0.935251798561151	0.434850863422292
ENST00000376554.8	ENSG00000102572.15	STK24	STK24-202	protein_coding	1	0	0.9153846153846154	0.43381535038932145
ENST00000647101.1	ENSG00000155307.19	SAMSN1	SAMSN1-212	protein_coding	1	0	0.8854166666666666	0.4337899543378995
ENST00000374980.3	ENSG00000125977.7	EIF2S2	EIF2S2-201	protein_coding	1	0	0.9929577464788732	0.433587786259542
ENST00000492356.2	ENSG00000171858.18	RPS21	RPS21-205	protein_coding_CDS_not_defined	1	0	0.8333333333333334	0.43346007604562736
ENST00000394961.6	ENSG00000163104.18	SMARCAD1	SMARCAD1-203	nonsense_mediated_decay	1	0	0.9276859504132231	0.43333333333333335
ENST00000679525.1	ENSG00000132424.17	PNISR	PNISR-212	nonsense_mediated_decay	1	0	0.8969849246231156	0.43329658213891953
ENST00000698944.1	ENSG00000048828.18	FAM120A	FAM120A-207	protein_coding	1	0	0.9727520435967303	0.4328180737217598
ENST00000588548.1	ENSG00000290418.2	TPTEP1	TPTEP1-209	lncRNA	1	0	0.4106583072100313	0.4326923076923077
ENST00000615321.1	ENSG00000081019.14	RSBN1	RSBN1-205	protein_coding	1	0	0.9801980198019802	0.4326647564469914
ENST00000562621.1	ENSG00000159322.18	ADPGK	ADPGK-204	retained_intron	1	0	0.9711191335740073	0.43260188087774293
ENST00000453153.7	ENSG00000138399.18	FASTKD1	FASTKD1-204	protein_coding	1	0	0.9922839506172839	0.432
ENST00000462668.5	ENSG00000113810.16	SMC4	SMC4-203	retained_intron	1	0	1.0	0.4312977099236641
ENST00000646664.1	ENSG00000075624.17	ACTB	ACTB-217	protein_coding	1	0	0.9627791563275434	0.43088552915766737
ENST00000369558.5	ENSG00000163349.22	HIPK1	HIPK1-205	protein_coding	1	0	0.9890710382513661	0.4300822561692127
ENST00000800968.1	ENSG00000290945.2	ENSG00000290945	ENST00000800968	lncRNA	1	0	0.895774647887324	0.4297820823244552
ENST00000373783.3	ENSG00000181915.6	ADO	ADO-201	protein_coding	1	0	0.9215116279069767	0.42946317103620474
ENST00000545328.6	ENSG00000100934.15	SEC23A	SEC23A-203	protein_coding	1	0	0.8960739030023095	0.4294234592445328
ENST00000443790.1	ENSG00000134109.11	EDEM1	EDEM1-203	nonsense_mediated_decay	1	0	0.8536585365853658	0.4293193717277487
ENST00000533150.5	ENSG00000197165.11	SULT1A2	SULT1A2-204	protein_coding	1	0	0.8117647058823529	0.42842639593908627
ENST00000379719.8	ENSG00000205339.10	IPO7	IPO7-201	protein_coding	1	0	0.9175257731958762	0.4279411764705882
ENST00000512507.5	ENSG00000113648.17	MACROH2A1	MACROH2A1-218	protein_coding_CDS_not_defined	1	0	1.0	0.42792792792792794
ENST00000623490.1	ENSG00000279714.1	ENSG00000279714	ENST00000623490	lncRNA	1	0	0.9688473520249221	0.42780748663101603
ENST00000512737.6	ENSG00000243678.12	NME2	NME2-205	protein_coding	1	0	1.0	0.4274914089347079
ENST00000367475.7	ENSG00000164506.16	STXBP5	STXBP5-202	nonsense_mediated_decay	1	0	1.0	0.42736842105263156
